event,series,start,city,state,company,domain,hq,employees,ownership,founded,in_target_list,priority,bucket,have_contact
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Preformed Windings Limited,preformedwindings.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Nachi America Inc.,nachiamerica.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Ideal Electric,idealelec.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Essex Brownell,essexbrownell.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,"Bartlett Bearing Company, Inc.",bartlettbearing.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,The Electric Materials Company,elecmat.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,A-Rent Test Equipment,a-rent.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Hansford Sensors Ltd,hansfordsensors.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Precision Electric Motor Sales,pemsmotors.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,"Phasetronics, Inc.",phasetronics.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Acoem USA,acoem.us,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Phase Technologies,phasetechnologies.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Parts Super Center,partssupercenter.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,HeatTek Inc.,heattek.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Integrated Power Co.,ip-co.net,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,"Cutsforth, Inc.",cutsforth.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,"Benko Products, Inc.",benkoproducts.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Precision Coil & Rotor,pecoil.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,"Advanced Rotors, Inc.",advrotors.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,"Ludeca, Inc.",ludeca.com,,,,,YES,valDQ-review,?,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,"Astro Chemical Company, Inc.",astrochemical.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Akard Commutator Of Tennessee (Act),act-inc.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Sifco ASC,sifcoasc.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Erbessd Instruments,erbessd-instruments.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Service First Processing,sfprocessing.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Vulcan Seals,vulcanseals.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Pollution Control Products Company,pcpconline.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,SmartD Technologies,smartd.tech,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,SDT International SA/NV,sdtultrasound.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Superior Services,gotosuperior.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Midwest Promotional Group,midwestgrp.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,"Electrolock, Inc.",electrolock.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,PdMA Corporation,pdma.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,ICC International,iccinternational.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,"Empower Label, LLC",empowerlabel.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,CAM Innovation,caminnovation.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Hamar Laser Instruments,hamarlaser.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Electrom Instruments,electrominst.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Controls And Components,controlsandcomponents.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Estes Media,estesmedia.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Seal Distributors Inc,sealdistributors.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Spring Point,springpt.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,"HCP Pumps America, Inc.",hcppumpsofamerica.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Southern Winding Services,southernwinding.com,,,,,YES,campaign-P2,S7,YES
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,VFDs.com,vfds.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Rogers Equipment Sales Inc.,rogersequip.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,"Marathon Electric, Llc",marathonelectricllc.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,ECO Burn-Off Ovens,ecoburnoff.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,East Coast Electrical Equipment Company,eastcoastmotor.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Laser Technologies Inc.,lasertechnologiesinc.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Octava,octavainc.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,"Mitchell Electronics, Inc.",mitchell-electronics.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,MotorDocLLC,motordoc.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Connex Industrial Corp,go-connex.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Bmr Usa,bmr-usa.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,P&P Distributors Inc,ppdistributors.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,TT Electric,ttelectricusa.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,WEG S.A.,weg.net,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,"Barks Publications, Inc.",barks.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Vibration Institute,vi-institute.org,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Coiltec,coiltec.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Darnell Bearing,darnellbearing.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Martindale Electric Company,martindaleco.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Accelerated Solutions,acceleratedsolutions.biz,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,ELK Motor,elkmotor.com.tr,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Eis,eis.co.uk,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,BEM Testers,bemtesters.net,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Cincinnati Babbitt Bearing,cinbab.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,"ABB, Inc.",abbinc-usa.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Heartland Motors Inc.,heartland-motors.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Toledo Commutator Co,toledocommutator.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,ESRcommerce,esrcommerce.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,GUND,gund.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,"Servo Solutions, Inc.",servosolutionsinc.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Jasper Electric Motors,jasperelectricmotorsinc.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,"Suzhou Volsun Electronics Technology Co.,Ltd",szvolsun.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Sertek Global,sertekglobal.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Electric Motor Coil Co.,emccltd.ca,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Lafert North America,lafertna.com,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Teco-Westinghouse Motor Company,tecowestinghouse.com.mx,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,IRD Design,irdesign.co,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Aaki Corp,aaki.ca,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Quartzcoil Ltd,quartz.co.uk,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,"Anhui Wannan Electric Machine Co., Ltd.",wannanmotor.net,,,,,,,,
Electrical Apparatus Service Association (EASA) Convention 2026,Electrical Apparatus Service Association EASA Convention,2026-06-13,Orlando,FL,Shandong Sunvim Motor Co.,sunvimmotor.com,"Shandong, China",,Bootstrapped,,,,,
Electrical Apparatus Service Association (EASA) 2020,Electrical Apparatus Service Association (EASA),2020-06-14,Nashville,TN,Siemens AG,siemens.com,"München, Germany",611022,Private Subsidiary,1847,,,,
